dog_name=|=dog_breed=|=event_datetime=|=active=|=gender=|=sales=|=foodname=|=brand
Asian water dragon=|=Boxer=|=2020-12-20T21:39:04Z=|=false=|=Male=|=1827=|=Danishes - Mini Raspberry=|=Miautex
Stanley bustard=|=Dachshund=|=2021-09-05T19:06:44Z=|=true=|=Female=|=1212=|=Trueblue - Blueberry 12x473ml=|=Kloburg
White rhinoceros=|=Bulldog=|=2021-04-11T02:09:08Z=|=false=|=Male=|=927=|=Red Currants=|=Miautex
Red phalarope=|=Bulldog=|=2022-04-19T03:10:39Z=|=false=|=Female=|=741=|=Chocolate - Pistoles, White=|=Miautex
Ring-tailed gecko=|=Golden Retriever=|=2022-12-15T01:39:43Z=|=true=|=Female=|=987=|=Pepsi, 355 Ml=|=Miautex
Steller sea lion=|=Dachshund=|=2022-09-10T15:38:47Z=|=true=|=Female=|=348=|=Halibut - Steaks=|=Kloburg
Tortoise, burmese brown mountain=|=Labrador Retriever=|=2022-11-08T23:05:53Z=|=false=|=Female=|=1516=|=Coffee - Beans, Whole=|=Xen
Parakeet, rose-ringed=|=Beagle=|=2022-10-06T03:03:03Z=|=false=|=Male=|=1156=|=English Muffin=|=Holoubek Corp
Tyrant flycatcher=|=Golden Retriever=|=2021-02-27T09:13:09Z=|=true=|=Female=|=1519=|=Cheese - Parmigiano Reggiano=|=Sznippers
Hawk, red-tailed=|=Beagle=|=2022-10-02T07:00:43Z=|=false=|=Male=|=678=|=Chocolate - Dark Callets=|=Xen
Waxbill, violet-eared=|=Rottweiler=|=2022-09-28T15:16:44Z=|=false=|=Male=|=774=|=Orange Roughy 4/6 Oz=|=Kloburg
Reindeer=|=Poodle=|=2022-02-04T18:27:28Z=|=false=|=Female=|=1232=|=Bread - Multigrain, Loaf=|=Witold's and Jerzy's
Marmot, yellow-bellied=|=Beagle=|=2022-02-01T21:14:10Z=|=false=|=Male=|=567=|=Muffin - Mix - Strawberry Rhubarb=|=Sznippers
Wallaby, dama=|=Beagle=|=2021-04-06T13:30:35Z=|=false=|=Male=|=1271=|=Muffin Batt - Ban Dream Zero=|=Sznippers
Madagascar fruit bat=|=Siberian Husky=|=2023-03-17T05:54:20Z=|=false=|=Female=|=577=|=Potatoes - Idaho 80 Count=|=Xen
Spur-winged goose=|=Bulldog=|=2020-05-09T07:43:21Z=|=true=|=Female=|=1066=|=Lime Cordial - Roses=|=Xen
Pacific gull=|=Golden Retriever=|=2023-01-14T01:02:19Z=|=false=|=Female=|=1168=|=Wine - Beaujolais Villages=|=Xen
Lizard, frilled=|=German Shepherd=|=2021-05-13T18:08:47Z=|=false=|=Female=|=953=|=Wine - Jafflin Bourgongone=|=Xen
Frogmouth, tawny=|=Boxer=|=2020-10-29T17:33:56Z=|=false=|=Male=|=478=|=Juice - Cranberry, 341 Ml=|=Kumciaczkos
Porcupine, prehensile-tailed=|=Bulldog=|=2020-12-14T12:24:41Z=|=true=|=Male=|=892=|=Sole - Iqf=|=Sznippers
Pale white-eye=|=Bulldog=|=2023-02-25T04:02:46Z=|=false=|=Male=|=1552=|=Coffee - Beans, Whole=|=Xen
Steller's sea lion=|=Bulldog=|=2020-10-25T02:20:18Z=|=true=|=Male=|=1373=|=Jolt Cola - Electric Blue=|=Witold's and Jerzy's
Thomson's gazelle=|=Rottweiler=|=2022-02-28T02:43:45Z=|=true=|=Male=|=497=|=Vinegar - Cider=|=Sznippers
Racer, american=|=Beagle=|=2020-12-11T03:07:00Z=|=false=|=Female=|=1196=|=Capicola - Hot=|=Miautex
Swan, black=|=German Shepherd=|=2022-08-17T06:36:33Z=|=false=|=Male=|=1393=|=The Pop Shoppe - Black Cherry=|=Sznippers
Rabbit, eastern cottontail=|=Golden Retriever=|=2022-08-15T22:00:49Z=|=false=|=Female=|=553=|=Turkey - Oven Roast Breast=|=Kumciaczkos
Red lava crab=|=Boxer=|=2020-12-07T17:31:02Z=|=false=|=Male=|=822=|=Wine - Red, Colio Cabernet=|=Holoubek Corp
White-fronted capuchin=|=Golden Retriever=|=2020-12-16T10:41:45Z=|=false=|=Male=|=1046=|=Bread - English Muffin=|=Xen
Lion, african=|=Bulldog=|=2023-01-08T21:57:53Z=|=true=|=Male=|=714=|=Scallops 60/80 Iqf=|=Witold's and Jerzy's
Ibis, puna=|=Golden Retriever=|=2023-01-01T16:06:08Z=|=true=|=Male=|=1688=|=Cream - 18%=|=Xen
